Argument,ID,Result name,Data type,L/H,Unit,Name,Multiplier,Divisor,Offset (additive),Label,Description (German),Description (English)
IVAdj_lTotDst_mp,0x09B6,STAT_IVAdj_lTotDst_mp_WERT,unsigned long,-,m,-,1,-,0,IVAdj_lTotDst_mp,IVAdj_lTotDst_mp,IVAdj_lTotDst_mp
IVCtl_iChrg_0,0x091E,STAT_IVCtl_iChrg0_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_0,Ladestrom-Grenze 0,Ladestrom-Grenze 0
IVCtl_iChrg_1,0x091F,STAT_IVCtl_iChrg1_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_1,Ladestrom-Grenze 1,Ladestrom-Grenze 1
IVCtl_iChrg_2,0x0920,STAT_IVCtl_iChrg2_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_2,Ladestrom-Grenze 2,Ladestrom-Grenze 2
IVCtl_iChrg_3,0x0921,STAT_IVCtl_iChrg3_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_3,Ladestrom-Grenze 3,Ladestrom-Grenze 3
IVCtl_iChrg_4,0x0922,STAT_IVCtl_iChrg4_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_4,Ladestrom-Grenze 4,Ladestrom-Grenze 4
IVCtl_iChrg_5,0x0923,STAT_IVCtl_iChrg5_WERT,unsigned int,-,mA,-,1,-,0,IVCtl_iChrg_5,Ladestrom-Grenze 5,Ladestrom-Grenze 5
IVCtl_tiChrg,0x0955,STAT_IVCtl_tiChrg_WERT,unsigned int,-,us,-,0.4,-,0,IVCtl_tiChrg,Ladezeitsollwert,Ladezeitsollwert
IVCtl_uUp_0,0x094C,STAT_IVCtl_uUp0_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_0,Spannungssollwert Up-Niveau 0,Spannungssollwert Up-Niveau 0
IVCtl_uUp_1,0x094D,STAT_IVCtl_uUp1_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_1,Spannungssollwert Up-Niveau 1,Spannungssollwert Up-Niveau 1
IVCtl_uUp_2,0x094E,STAT_IVCtl_uUp2_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_2,Spannungssollwert Up-Niveau 2,Spannungssollwert Up-Niveau 2
IVCtl_uUp_3,0x094F,STAT_IVCtl_uUp3_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_3,Spannungssollwert Up-Niveau 3,Spannungssollwert Up-Niveau 3
IVCtl_uUp_4,0x0950,STAT_IVCtl_uUp4_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_4,Spannungssollwert Up-Niveau 4,Spannungssollwert Up-Niveau 4
IVCtl_uUp_5,0x0951,STAT_IVCtl_uUp5_WERT,unsigned int,-,V,-,0.01,-,0,IVCtl_uUp_5,Spannungssollwert Up-Niveau 5,Spannungssollwert Up-Niveau 5
IVDia_stErrClctChp_mp_0,0x09A2,STAT_IVDia_stErrClctChp_mp_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrClctChp_mp_0,Chipfehler (Sammelbyte) 0,Chipfehler (Sammelbyte) 0
IVDia_stErrClctComplCyl_mp_0,0x095D,STAT_IVDia_stErrClctComplCyl_mp0_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_0,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 0,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 0
IVDia_stErrClctComplCyl_mp_1,0x095E,STAT_IVDia_stErrClctComplCyl_mp1_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_1,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 1,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 1
IVDia_stErrClctComplCyl_mp_2,0x095F,STAT_IVDia_stErrClctComplCyl_mp2_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_2,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 2,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 2
IVDia_stErrClctComplCyl_mp_3,0x0960,STAT_IVDia_stErrClctComplCyl_mp3_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_3,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 3,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 3
IVDia_stErrClctComplCyl_mp_4,0x0961,STAT_IVDia_stErrClctComplCyl_mp4_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_4,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 4,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 4
IVDia_stErrClctComplCyl_mp_5,0x0962,STAT_IVDia_stErrClctComplCyl_mp5_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctComplCyl_mp_5,Vollst?ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 5,Vollst_ndige lowlevel Fehlermeldung für CY33x vorverarbeitet pro Zylinder 5
IVDia_stErrClctPsIcCyl_mp_0,0x0963,STAT_IVDia_stErrClctPsIcCyl_mp0_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_0,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 0,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 0
IVDia_stErrClctPsIcCyl_mp_1,0x0964,STAT_IVDia_stErrClctPsIcCyl_mp1_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_1,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 1,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 1
IVDia_stErrClctPsIcCyl_mp_2,0x0965,STAT_IVDia_stErrClctPsIcCyl_mp2_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_2,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 2,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 2
IVDia_stErrClctPsIcCyl_mp_3,0x0966,STAT_IVDia_stErrClctPsIcCyl_mp3_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_3,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 3,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 3
IVDia_stErrClctPsIcCyl_mp_4,0x0967,STAT_IVDia_stErrClctPsIcCyl_mp4_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_4,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 4,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 4
IVDia_stErrClctPsIcCyl_mp_5,0x0968,STAT_IVDia_stErrClctPsIcCyl_mp5_WERT,unsigned int,-,-,-,1,-,0,IVDia_stErrClctPsIcCyl_mp_5,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 5,Sammelfehlermesspunkt aus Diagnoseregister für CY33x 5
IVDia_stErrCyl_mp_0,0x0957,STAT_IVDia_stErrCyl_mp0_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_0,Zylinderspezifische Diagnoseinformation 0,Zylinderspezifische Diagnoseinformation 0
IVDia_stErrCyl_mp_1,0x0958,STAT_IVDia_stErrCyl_mp1_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_1,Zylinderspezifische Diagnoseinformation 1,Zylinderspezifische Diagnoseinformation 1
IVDia_stErrCyl_mp_2,0x0959,STAT_IVDia_stErrCyl_mp2_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_2,Zylinderspezifische Diagnoseinformation 2,Zylinderspezifische Diagnoseinformation 2
IVDia_stErrCyl_mp_3,0x095A,STAT_IVDia_stErrCyl_mp3_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_3,Zylinderspezifische Diagnoseinformation 3,Zylinderspezifische Diagnoseinformation 3
IVDia_stErrCyl_mp_4,0x095B,STAT_IVDia_stErrCyl_mp4_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_4,Zylinderspezifische Diagnoseinformation 4,Zylinderspezifische Diagnoseinformation 4
IVDia_stErrCyl_mp_5,0x095C,STAT_IVDia_stErrCyl_mp5_WERT,unsigned char,-,-,-,1,-,0,IVDia_stErrCyl_mp_5,Zylinderspezifische Diagnoseinformation 5,Zylinderspezifische Diagnoseinformation 5
IVDia_stPsIcChp_0,0x0969,STAT_IVDia_stPsIcChp_WERT,unsigned int,-,-,-,1,-,0,IVDia_stPsIcChp_0,chipspezifische Diagnose-Information der SPI-?bertragung und SPI Control-Byte 0,Chipspezifische Diagnose-Information der SPI-?bertragung und SPI Control-Byte 0
IVDia_stShCirChSwtE,0x1488,STAT_IVDia_stShCirChSwtE_WERT,unsigned char,-,-,-,1,-,0,IVDia_stShCirChSwtE,IVDia_stShCirChSwtE,IVDia_stShCirChSwtE
IVH_idxSOPTstCurrCyl_mp,0x096C,STAT_IVH_idxSOPTstCurrCyl_mp_WERT,unsigned char,-,-,-,1,-,0,IVH_idxSOPTstCurrCyl_mp,IVH_idxSOPTstCurrCyl_mp,IVH_idxSOPTstCurrCyl_mp
IVH_SOPTstErrors_mp,0x096A,STAT_IVH_SOPTstErrors_mp_WERT,unsigned int,-,-,-,1,-,0,IVH_SOPTstErrors_mp,IVH_SOPTstErrors_mp,IVH_SOPTstErrors_mp
IVH_stSOPTstDia_mp,0x096D,STAT_IVH_stSOPTstDia_mp_WERT,unsigned char,-,-,-,1,-,0,IVH_stSOPTstDia_mp,IVH_stSOPTstDia_mp,IVH_stSOPTstDia_mp
IVH_stSOPTstDiaE,0x096E,STAT_IVH_stSOPTstDiaE_WERT,unsigned char,-,-,-,1,-,0,IVH_stSOPTstDiaE,IVH_stSOPTstDiaE,IVH_stSOPTstDiaE
IVH_stSOPTstFindCyl_mp,0x096B,STAT_IVH_stSOPTstFindCyl_mp_WERT,unsigned char,-,-,-,1,-,0,IVH_stSOPTstFindCyl_mp,IVH_stSOPTstFindCyl_mp,IVH_stSOPTstFindCyl_mp
IVKMH,0x0B40,STAT_GESCHWINDIGKEIT_WERT,unsigned int,-,km/h,-,0.004578,-,0,VehV_v,Fahrzeuggeschwindigkeit,Fahrzeuggeschwindigkeit
IVPSIC_stIntegAdjStME,0x0956,STAT_IVPSIC_stIntegAdjStME_WERT,unsigned char,-,-,-,1,-,0,IVPSIC_stIntegAdjStME,IVPSIC_stIntegAdjStME,IVPSIC_stIntegAdjStME
IVTLR,0x03E8,STAT_KRAFTSTOFFVERBRAUCH_SEIT_ERFOLGREICHER_REGENER_WERT,unsigned int,-,l,-,0.01,-,0,PFltRgn_qFl_mp,verbrauchte Kraftstoffmenge seit letzter erfolgreicher Regeneration,Verbrauchte Kraftstoffmenge seit letzter erfolgreicher Regeneration
IWHE1,0x04CE,STAT_BEZUGSWINKEL_BEGINN_HAUPTEINSPRITZUNG1_WERT,unsigned int,-,degCrs,-,0.003052,-,-100,InjCrv_phiMI1Des,Sollwert des Bezugswinkels für Ansteuerbeginn der Haupteinspritzung 1,Sollwert des Bezugswinkels für Ansteuerbeginn der Haupteinspritzung 1
IWNE1,0x04D5,STAT_BEZUGSWINKEL_BEGINN_NACHEINSPRITZUNG1_WERT,unsigned int,-,degCrS,-,0.003052,-,-100,InjCrv_phiPoI1Des,Sollwert des Bezugswinkels für Ansteuerbeginn der Nacheinspritzung 1,Sollwert des Bezugswinkels für Ansteuerbeginn der Nacheinspritzung 1
IWNE2,0x04D4,STAT_BEZUGSWINKEL_BEGINN_NACHEINSPRITZUNG2_WERT,unsigned int,-,degCrS,-,0.003052,-,-100,InjCrv_phiPoI2Des,Sollwert des Bezugswinkels für Ansteuerbeginn der Nacheinspritzung 2,Sollwert des Bezugswinkels für Ansteuerbeginn der Nacheinspritzung 2
IWSTG,0x03F1,STAT_STROEMUNGSWIDERSTAND_GEFILTERT_WERT,unsigned int,-,hPa/(m^3/h),-,0.0001,-,0,PFltLd_resFlwFlt,Gefilterter Str?mungswiderstand des Partikelfilters,Gefilterter Str_mungswiderstand des Partikelfilters
IWVE1,0x04D2,STAT_WINKELKOMPONENTE_BEGINN_VOREINSPRITZUNG1_WERT,unsigned int,-,degCrS,-,0.003052,-,-100,InjCrv_phiPiI1Des,Sollwert des Bezugswinkels für Ansteuerbeginn der Voreinspritzung 1,Sollwert des Bezugswinkels für Ansteuerbeginn der Voreinspritzung 1
IWVE2,0x04D3,STAT_WINKELKOMPONENTE_BEGINN_VOREINSPRITZUNG2_WERT,unsigned int,-,degCrS,-,0.003052,-,-100,InjCrv_phiPiI2Des,Sollwert des Bezugswinkels für Ansteuerbeginn der Voreinspritzung 2,Sollwert des Bezugswinkels für Ansteuerbeginn der Voreinspritzung 2
IZBST,0x0AF0,STAT_BETRIEBSSTUNDENZAEHLER_WERT,unsigned long,-,s,-,1,-,0,EngDa_tiEngOn,Betriebsstundenz?hler,Betriebsstundenz_hler
Km_st,0x10CD,STAT_Km_st_WERT,unsigned int,-,km,-,10,-,0,Km_st,Kilometerstand (Layer),Kilometerstand (Layer)
Layer_stLPCOff,0x01BB,STAT_Layer_stLPCOff_WERT,unsigned char,-,-,-,1,-,0,Layer_stLPCOff,Status - Abschaltung der Niederdruckregelung,Status - Abschaltung der Niederdruckregelung
LSU_facO2Cor_mp_0,0x0A40,STAT_LSU_facO2Cor_mp_0_WERT,unsigned int,-,-,-,0.001526,-,-50,LSU_facO2Cor_mp_0,Korrekturfaktor der Anpassung 0,Korrekturfaktor der Anpassung 0
LSU_rO2Raw,0x0A32,STAT_LSU_facO2Cor_mp_0_WERT,unsigned int,-,-,-,0.00001,-,0,LSU_rO2Raw,"Sauerstoffrohwert, nur Offset-kompensiert",Sauerstoffrohwert nur Offset-kompensiert
LSU_stAdap,0x0A34,STAT_LamCtl_qLamDynDesCor_mp_WERT,unsigned char,-,-,-,1,-,0,LSU_stAdap,Gefilterter Sauerstoffwert,Gefilterter Sauerstoffwert
LSU_tiState1_mp_0,0x0A36,STAT_LSU_tiState1_mp_0_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState1_mp_0,Timervariable: Kraftstoffmenge liegt innerhalb Toleranzband 0,Timervariable: Kraftstoffmenge liegt innerhalb Toleranzband 0
LSU_tiState1_mp_1,0x0A37,STAT_LSU_tiState1_mp_1_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState1_mp_1,Timervariable: Kraftstoffmenge liegt innerhalb Toleranzband 1,Timervariable: Kraftstoffmenge liegt innerhalb Toleranzband 1
LSU_tiState2_mp_0,0x0A38,STAT_LSU_tiState2_mp_0_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState2_mp_0,Anstiegszeit O2-Signal beim ?bergang Last-Schub 0,Anstiegszeit O2-Signal beim ?bergang Last-Schub 0
LSU_tiState2_mp_1,0x0A39,STAT_LSU_tiState2_mp_1_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState2_mp_1,Anstiegszeit O2-Signal beim ?bergang Last-Schub 1,Anstiegszeit O2-Signal beim ?bergang Last-Schub 1
LSU_tiState3_mp_0,0x0A3A,STAT_LSU_tiState3_mp_0_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState3_mp_0,Zeitdauer bis zum Erreichen des Schubs (Kraftstoffmenge kleiner als Schwellwert) 0,Zeitdauer bis zum Erreichen des Schubs (Kraftstoffmenge kleiner als Schwellwert) 0
LSU_tiState3_mp_1,0x0A3B,STAT_LSU_tiState3_mp_1_WERT,unsigned int,-,s,-,0.1,-,0,LSU_tiState3_mp_1,Zeitdauer bis zum Erreichen des Schubs (Kraftstoffmenge kleiner als Schwellwert) 1,Zeitdauer bis zum Erreichen des Schubs (Kraftstoffmenge kleiner als Schwellwert) 1
ManDet_HistKm_0,0x1660,STAT_ManDet_HistKm0_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_0,Ringspeicher Kilometerstand 0,Ringspeicher Kilometerstand 0
ManDet_HistKm_1,0x1661,STAT_ManDet_HistKm1_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_1,Ringspeicher Kilometerstand 1,Ringspeicher Kilometerstand 1
ManDet_HistKm_10,0x166A,STAT_ManDet_HistKm10_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_10,Ringspeicher Kilometerstand 10,Ringspeicher Kilometerstand 10
ManDet_HistKm_11,0x166B,STAT_ManDet_HistKm11_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_11,Ringspeicher Kilometerstand 11,Ringspeicher Kilometerstand 11
ManDet_HistKm_12,0x166C,STAT_ManDet_HistKm12_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_12,Ringspeicher Kilometerstand 12,Ringspeicher Kilometerstand 12
ManDet_HistKm_13,0x166D,STAT_ManDet_HistKm13_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_13,Ringspeicher Kilometerstand 13,Ringspeicher Kilometerstand 13
ManDet_HistKm_14,0x166E,STAT_ManDet_HistKm14_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_14,Ringspeicher Kilometerstand 14,Ringspeicher Kilometerstand 14
ManDet_HistKm_15,0x166F,STAT_ManDet_HistKm15_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_15,Ringspeicher Kilometerstand 15,Ringspeicher Kilometerstand 15
ManDet_HistKm_16,0x1670,STAT_ManDet_HistKm16_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_16,Ringspeicher Kilometerstand 16,Ringspeicher Kilometerstand 16
ManDet_HistKm_17,0x1671,STAT_ManDet_HistKm17_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_17,Ringspeicher Kilometerstand 17,Ringspeicher Kilometerstand 17
ManDet_HistKm_18,0x1672,STAT_ManDet_HistKm18_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_18,Ringspeicher Kilometerstand 18,Ringspeicher Kilometerstand 18
ManDet_HistKm_19,0x1673,STAT_ManDet_HistKm19_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_19,Ringspeicher Kilometerstand 19,Ringspeicher Kilometerstand 19
ManDet_HistKm_2,0x1662,STAT_ManDet_HistKm2_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_2,Ringspeicher Kilometerstand 2,Ringspeicher Kilometerstand 2
ManDet_HistKm_3,0x1663,STAT_ManDet_HistKm3_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_3,Ringspeicher Kilometerstand 3,Ringspeicher Kilometerstand 3
ManDet_HistKm_4,0x1664,STAT_ManDet_HistKm4_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_4,Ringspeicher Kilometerstand 4,Ringspeicher Kilometerstand 4
ManDet_HistKm_5,0x1665,STAT_ManDet_HistKm5_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_5,Ringspeicher Kilometerstand 5,Ringspeicher Kilometerstand 5
ManDet_HistKm_6,0x1666,STAT_ManDet_HistKm6_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_6,Ringspeicher Kilometerstand 6,Ringspeicher Kilometerstand 6
ManDet_HistKm_7,0x1667,STAT_ManDet_HistKm7_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_7,Ringspeicher Kilometerstand 7,Ringspeicher Kilometerstand 7
ManDet_HistKm_8,0x1668,STAT_ManDet_HistKm8_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_8,Ringspeicher Kilometerstand 8,Ringspeicher Kilometerstand 8
ManDet_HistKm_9,0x1669,STAT_ManDet_HistKm9_WERT,unsigned int,-,km,-,10,-,0,ManDet_HistKm_9,Ringspeicher Kilometerstand 9,Ringspeicher Kilometerstand 9
ManDet_HistTw_0,0x164C,STAT_ManDet_HistTw0_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_0,Ringspeicher der Manipulationswahrscheinlichkeit 0,Ringspeicher der Manipulationswahrscheinlichkeit 0
ManDet_HistTw_1,0x164D,STAT_ManDet_HistTw1_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_1,Ringspeicher der Manipulationswahrscheinlichkeit 1,Ringspeicher der Manipulationswahrscheinlichkeit 1
ManDet_HistTw_10,0x1656,STAT_ManDet_HistTw10_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_10,Ringspeicher der Manipulationswahrscheinlichkeit 10,Ringspeicher der Manipulationswahrscheinlichkeit 10
ManDet_HistTw_11,0x1657,STAT_ManDet_HistTw11_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_11,Ringspeicher der Manipulationswahrscheinlichkeit 11,Ringspeicher der Manipulationswahrscheinlichkeit 11
ManDet_HistTw_12,0x1658,STAT_ManDet_HistTw12_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_12,Ringspeicher der Manipulationswahrscheinlichkeit 12,Ringspeicher der Manipulationswahrscheinlichkeit 12
ManDet_HistTw_13,0x1659,STAT_ManDet_HistTw13_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_13,Ringspeicher der Manipulationswahrscheinlichkeit 13,Ringspeicher der Manipulationswahrscheinlichkeit 13
ManDet_HistTw_14,0x165A,STAT_ManDet_HistTw14_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_14,Ringspeicher der Manipulationswahrscheinlichkeit 14,Ringspeicher der Manipulationswahrscheinlichkeit 14
ManDet_HistTw_15,0x165B,STAT_ManDet_HistTw15_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_15,Ringspeicher der Manipulationswahrscheinlichkeit 15,Ringspeicher der Manipulationswahrscheinlichkeit 15
ManDet_HistTw_16,0x165C,STAT_ManDet_HistTw16_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_16,Ringspeicher der Manipulationswahrscheinlichkeit 16,Ringspeicher der Manipulationswahrscheinlichkeit 16
ManDet_HistTw_17,0x165D,STAT_ManDet_HistTw17_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_17,Ringspeicher der Manipulationswahrscheinlichkeit 17,Ringspeicher der Manipulationswahrscheinlichkeit 17
ManDet_HistTw_18,0x165E,STAT_ManDet_HistTw18_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_18,Ringspeicher der Manipulationswahrscheinlichkeit 18,Ringspeicher der Manipulationswahrscheinlichkeit 18
ManDet_HistTw_19,0x165F,STAT_ManDet_HistTw19_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_19,Ringspeicher der Manipulationswahrscheinlichkeit 19,Ringspeicher der Manipulationswahrscheinlichkeit 19
ManDet_HistTw_2,0x164E,STAT_ManDet_HistTw2_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_2,Ringspeicher der Manipulationswahrscheinlichkeit 2,Ringspeicher der Manipulationswahrscheinlichkeit 2
ManDet_HistTw_3,0x164F,STAT_ManDet_HistTw3_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_3,Ringspeicher der Manipulationswahrscheinlichkeit 3,Ringspeicher der Manipulationswahrscheinlichkeit 3
ManDet_HistTw_4,0x1650,STAT_ManDet_HistTw4_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_4,Ringspeicher der Manipulationswahrscheinlichkeit 4,Ringspeicher der Manipulationswahrscheinlichkeit 4
ManDet_HistTw_5,0x1651,STAT_ManDet_HistTw5_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_5,Ringspeicher der Manipulationswahrscheinlichkeit 5,Ringspeicher der Manipulationswahrscheinlichkeit 5
ManDet_HistTw_6,0x1652,STAT_ManDet_HistTw6_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_6,Ringspeicher der Manipulationswahrscheinlichkeit 6,Ringspeicher der Manipulationswahrscheinlichkeit 6
ManDet_HistTw_7,0x1653,STAT_ManDet_HistTw7_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_7,Ringspeicher der Manipulationswahrscheinlichkeit 7,Ringspeicher der Manipulationswahrscheinlichkeit 7
ManDet_HistTw_8,0x1654,STAT_ManDet_HistTw8_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_8,Ringspeicher der Manipulationswahrscheinlichkeit 8,Ringspeicher der Manipulationswahrscheinlichkeit 8
ManDet_HistTw_9,0x1655,STAT_ManDet_HistTw9_WERT,unsigned char,-,%,-,0.392157,-,0,ManDet_HistTw_9,Ringspeicher der Manipulationswahrscheinlichkeit 9,Ringspeicher der Manipulationswahrscheinlichkeit 9
ManDet_rO2AdapFaultMean,0x164B,STAT_ManDet_rO2AdapFaultMean_WERT,unsigned int,-,-,-,0.000031,-,-1,ManDet_rO2AdapFaultMean,mittlere Abweichung der Sauerstoffkonzentration,Mittlere Abweichung der Sauerstoffkonzentration
Md_gennm,0x0E10,STAT_Md_gennm_WERT,unsigned int,-,Nm,-,0.114443,-,-2500,Md_gennm,gefiltertes Generatormoment (absolut am Ausgang),Gefiltertes Generatormoment (absolut am Ausgang)
MeUn_iActVal,0x01CB,STAT_MeUn_iActVal_WERT,unsigned int,-,mA,-,0.1,-,0,MeUn_iActVal,Analogeingang Strom-Istwert der Zumesseinheit,Analogeingang Strom-Istwert der Zumesseinheit
MeUn_stActrCtl_mp,0x01CA,STAT_MeUn_stActrCtl_mp_WERT,unsigned char,-,-,-,1,-,0,MeUn_stActrCtl_mp,Mengenregelventil - Zustand der Stellwertsteuerung,Mengenregelventil - Zustand der Stellwertsteuerung
MeUn_uRaw_mp,0x01C6,STAT_MeUn_uRaw_mp_WERT,unsigned int,-,mV,-,0.076295,-,0,MeUn_uRaw_mp,Mengenregelventil - Spannungsrohwert,Mengenregelventil - Spannungsrohwert
MisfDet_ctMifDrivCyc_0,0x01D6,STAT_MisfDet_ctMifDrivCyc0_WERT,unsigned int,-,-,-,1,-,0,MisfDet_ctMifDrivCyc_0,"Zähler für die Aussetzer im aktuellen Fahrzyklus, Vektor mit ein Element pro Zylinder 0",Z_hler für die Aussetzer im aktuellen Fahrzyklus Vektor mit ein Element pro Zylinder 0
MisfDet_ctMifDrivCyc_1,0x01D7,STAT_MisfDet_ctMifDrivCyc1_WERT,unsigned int,-,-,-,1,-,0,MisfDet_ctMifDrivCyc_1,"Zähler für die Aussetzer im aktuellen Fahrzyklus, Vektor mit ein Element pro Zylinder 1",Z_hler für die Aussetzer im aktuellen Fahrzyklus Vektor mit ein Element pro Zylinder 1
MisfDet_ctMifDrivCyc_2,0x01D8,STAT_MisfDet_ctMifDrivCyc2_WERT,unsigned int,-,-,-,1,-,0,MisfDet_ctMifDrivCyc_2,"Zähler für die Aussetzer im aktuellen Fahrzyklus, Vektor mit ein Element pro Zylinder 2",Z_hler für die Aussetzer im aktuellen Fahrzyklus Vektor mit ein Element pro Zylinder 2
MisfDet_ctMifDrivCyc_3,0x01D9,STAT_MisfDet_ctMifDrivCyc3_WERT,unsigned int,-,-,-,1,-,0,MisfDet_ctMifDrivCyc_3,"Zähler für die Aussetzer im aktuellen Fahrzyklus, Vektor mit ein Element pro Zylinder 3",Z_hler für die Aussetzer im aktuellen Fahrzyklus Vektor mit ein Element pro Zylinder 3
